report_id,ip_id,ip,reputation,pulses,earliest_pulses_datetime,total_malwares,earliest_malware_datetime,recentmost_malware_datetime,total_urls,earliest_url_datetime,recentmost_url_datetime
950,245,173.192.41.220,0,0,NA,0,NA,NA,0,NA,NA
952,246,111.121.193.238,0,1,2015-11-20,145,2017-05-15,2022-05-11,21,2014-03-25,2018-01-16
952,247,123.45.67.89,0,4,2020-11-06,5,2015-04-11,2020-11-17,9,2013-04-03,2022-01-28
952,248,188.190.114.19,0,0,NA,4,2016-03-02,2016-08-02,6,2014-03-15,2018-11-08
952,249,46.165.222.4,0,0,NA,1,2015-02-27,2015-02-27,1,2018-10-31,2018-10-31
952,250,88.165.132.183,0,0,NA,0,NA,NA,0,NA,NA
958,251,22.250.166.222,0,0,NA,0,NA,NA,0,NA,NA
958,252,167.156.220.15,0,0,NA,0,NA,NA,0,NA,NA
966,253,188.240.47.45,0,0,NA,0,NA,NA,13,2013-10-04,2018-07-02
966,254,93.184.71.27,0,0,NA,0,NA,NA,8,2013-01-12,2020-03-19
974,255,22.250.166.222,0,0,NA,0,NA,NA,0,NA,NA
974,256,167.156.220.15,0,0,NA,0,NA,NA,0,NA,NA
975,257,188.229.90.134,0,1,2018-03-06,1,2022-05-30,2022-05-30,1,2013-04-27,2013-04-27
981,258,22.250.166.222,0,0,NA,0,NA,NA,0,NA,NA
981,259,167.156.220.15,0,0,NA,0,NA,NA,0,NA,NA
982,260,22.250.166.222,0,0,NA,0,NA,NA,0,NA,NA
982,261,167.156.220.15,0,0,NA,0,NA,NA,0,NA,NA
1015,262,220.181.126.7,0,0,NA,0,NA,NA,0,NA,NA
1015,263,124.238.243.51,0,0,NA,0,NA,NA,0,NA,NA
1015,264,221.194.142.98,0,0,NA,0,NA,NA,0,NA,NA
1015,265,125.39.100.74,0,0,NA,0,NA,NA,1,2013-06-28,2013-06-28
1016,266,88.80.7.152,0,0,NA,4,2015-04-27,2016-05-17,24,2018-06-01,2022-06-10
1053,267,122.70.145.184,0,0,NA,0,NA,NA,18,2012-08-28,2021-10-22
1059,268,86.124.95.159,0,0,NA,0,NA,NA,1,2018-02-04,2018-02-04
1064,269,78.184.197.86,0,0,NA,0,NA,NA,0,NA,NA
1086,270,217.20.112.172,0,0,NA,0,NA,NA,0,NA,NA
1092,271,88.255.94.58,0,0,NA,2,2016-05-14,2016-05-14,3,2018-06-21,2021-08-06
1095,272,195.93.218.43,0,0,NA,2,2015-06-16,2016-01-19,0,NA,NA
1095,273,78.129.166.25,0,0,NA,10,2015-03-22,2019-07-16,5,2012-10-30,2021-10-22
1095,274,213.189.27.133,0,0,NA,2,2016-05-06,2019-03-10,6,2012-10-30,2019-06-12
1095,275,88.255.74.197,0,0,NA,36,2019-07-25,2021-11-02,4,2013-03-13,2021-10-22
